"RESOURCE_TYPE","DOI_NAME","DOI_TITLE","DOI_SPECIAL","DOI_CREATOR","DOI_DISTRIBUTOR","YEAR","URL","STATUS","PROVIDER","SUBMITTER"
"Data Files","10.3334/ORNLDAAC/1312","Canopy Height and Biomass from LiDAR Surveys at La Selva, Costa Rica, 1998 and 2005","","HURTT, G.C.|THOMAS, R.Q.|FISK, J.|DUBAYAH, R.O.|SHELDON, S.L.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1312","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1313","CMS: Forest Carbon Stocks, Emissions, and Net Flux for the Conterminous US: 2005-2010","","HAGEN, S.|HARRIS, N.|SAATCHI, S.S.|PEARSON, T.|WOODALL, C.W.|GANGULY, S.|DOMKE, G.M.|BRASWELL, B.H.|WALTERS, B.F.|JENKINS, J.C.|BROWN, S.|SALAS, W.A.|FORE, A.|YU, Y.|NEMANI, R.R.|IPSAN, C.|BROWN, K.R.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1313","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1314","CARVE Modeled Gross Ecosystem CO2 Exchange and Respiration, Alaska, 2012-2014","","LUUS, K.A.|LIN, J.C.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1314","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1315","CMS: Modeled Net Ecosystem Exchange at 3-hourly Time Steps, 2004-2010","","FISHER, J.B.|SIKKA, M.|HUNTZINGER, D.N.|SCHWALM, C.R.|LIU, JUNJIE|WEI, Y.|COOK, R.B.|MICHALAK, A.M.|SCHAEFER, K.|JACOBSON, A.R.|ARAIN, M.A.|CIAIS, P.|EL-MASRI, B.|HAYES, D.J.|HUANG, M.|HUANG, S.|ITO, A.|JAIN, A.K.|LEI, H.|LU, C.|MAIGNAN, F.|MAO, J.|PARAZOO, N.C.|PENG, C.|PENG, S.|POULTER, B.|RICCIUTO, D.M.|TIAN, H.|SHI, X.|WANG, W.|ZENG, N.|ZHAO, F.|ZHU, Q.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1315","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1316","CARVE: CH4, CO2, and CO Atmospheric Concentrations, CARVE Tower, Alaska, 2012-2014","","KARION, A.|SWEENEY, C.|MILLER, J.B.|ANDREWS, A.E.|COMMANE, R.|DINARDO, S.J.|HENDERSON, J.|LINDAAS, J.O.W.|LIN, J.|LUUS, K.|NEWBERGER, T.|TANS, P.|WOFSY, S.C.|WOLTER, S.|MILLER, C.E.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1316","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1317","NACP Biome-BGC Modeled Ecosystem Carbon Balance, Pacific Northwest, USA, 1986-2010","","TURNER, D.P.|RITTS, W.D.|KENNEDY, R.E.|GRAY, A.N.|YANG, Z.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1317","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1318","CMS: Aboveground Biomass from Penobscot Experimental Forest, Maine, 2012","","BABCOCK, C.|FINLEY, A.O.|COOK, B.D.|WEISKITTEL, A.|WOODALL, C.W.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1318","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1319","In-situ Air Temperature and Relative Humidity in Greenbelt, MD, 2013-2015","","CARROLL, M.L.|BROWN, M.E.|WOOTEN, M.R.|DONHAM, J.E.|HUBBARD, A.B.|RIDENHOUR, W.B.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1319","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1320","CMS: LiDAR-derived Aboveground Biomass, Canopy Height and Cover for Maryland, 2011","","DUBAYAH, R.O.|SWATANTRAN, A.|HUANG, W.|DUNCANSON, L.|JOHNSON, K.|TANG, H.|DUNNE, J.O.|HURTT, G.C.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1320","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1321","Siberian Boreal Forest Aboveground Biomass and Fire Scar Maps, Russia, 1969-2007","","BERNER, L.T.|BECK, P.S.A.|LORANTY, M.M.|ALEXANDER, H.D.|MACK, M.C.|GOETZ, S.J.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1321","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1323","Circumpolar Arctic Vegetation, Geobotanical, Physiographic Maps, 1982-2003","","COOPER, D.J.|RAYNOLDS, M.K.","NASA Oak Ridge National Laboratory DAAC","2016","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1323","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1324","ABoVE: Surface Water Extent, Boreal and Tundra Regions, North America, 1991-2011","","CARROLL, M.L.|WOOTEN, M.R.|DIMICELI, C.|SOHLBERG, R.A.|TOWNSHEND, J.R.G.","NASA Oak Ridge National Laboratory DAAC","2019","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1324","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1325","CARVE: Monthly Atmospheric CO2 Concentrations (2009-2013) and Modeled Fluxes, Alaska","","PARAZOO, N.C.|COMMANE, R.|WOFSY, S.C.|KOVEN, C.D.|SWEENEY, C.|LAWRENCE, D.M.|LINDAAS, J.O.W.|CHANG, R.Y-W.|MILLER, C.E.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1325","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1326","NACP MsTMIP: Global 0.5-degree Model Outputs in Standard Format, Version 1.0","","HUNTZINGER, D.N.|SCHWALM, C.R.|WEI, Y.|COOK, R.B.|MICHALAK, A.M.|SCHAEFER, K.|JACOBSON, A.R.|ARAIN, M.A.|CIAIS, P.|FISHER, J.B.|HAYES, D.J.|HUANG, M.|HUANG, S.|ITO, A.|JAIN, A.K.|LEI, H.|LU, C.|MAIGNAN, F.|MAO, J.|PARAZOO, N.C.|PENG, C.|PENG, S.|POULTER, B.|RICCIUTO, D.M.|TIAN, H.|SHI, X.|WANG, W.|ZENG, N.|ZHAO, F.|ZHU, Q.|Yang, J|TAO, B.","NASA Oak Ridge National Laboratory DAAC","2018","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1326","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1327","CMS: Mangrove Canopy Height from High-resolution Stereo Image Pairs, Mozambique, 2012","","LAGOMASINO, D.|FATOYINBO, T.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1327","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1329","CMS: Global Carbon Fluxes Associated with Livestock Feed and Emissions, 2000-2013","","WOLF, J.|WEST, T.O.|RAFIQUE, R.|ASRAR, G.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1329","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1330","Distribution of Young Forests and Estimated Stand Age across Russia, 2012","","LOBODA, T.V.|CHEN, D.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1330","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1331","NACP Soil Organic Matter of Burned Boreal Black Spruce Forests, Alaska, 2009-2011","","HOY, E.E.|TURETSKY, M.R.|KASISCHKE, E.S.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1331","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1332","Arctic Circumpolar Distribution and Soil Carbon of Thermokarst Landscapes, 2015","","OLEFELDT, D.|GOSWAMI, S.|GROSSE, G.|HAYES, D.J.|HUGELIUS, G.|KUHRY, P.|SANNEL, B.|SCHUUR, E.A.G.|TURETSKY, M.R.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1332","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1333","Arctic Vegetation Plots at Toolik Lake, Alaska, 1989","","WALKER, D.A.|BARRY, N.C.","NASA Oak Ridge National Laboratory DAAC","2018","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1333","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1334","CMS: LiDAR-derived Tree Canopy Cover for Pennsylvania, USA, 2008","","O'NEIL-DUNNE, J.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1334","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1335","FLUXNET Canada Research Network - Canadian Carbon Program Data Collection, 1993-2014","","FLUXNET CANADA TEAM","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1335","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1336","Decadal Land Use and Land Cover Classifications across India, 1985, 1995, 2005","","ROY, P.S.|MEIYAPPAN, P.|JOSHI, P.K.|KALE, M.P.|SRIVASTAV, V.K.|SRIVASATAVA, S.K.|BEHERA, M.D.|ROY, A.|SHARMA, Y.|RAMACHANDRAN, R.M.|BHAVANI, P.|JAIN, A.K.|KRISHNAMURTHY, Y.V.N.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1336","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1337","CMS: Estimated Deforested Area Biomass, Tropical America, Africa, and Asia, 2000","","Baccini, A.|WALKER, W.|FARINA, M.|HOUGHTON, R.A.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1337","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1338","CMS: Hourly Carbon Dioxide Estimated Using the WRF Model, North America, 2010","","LAUVAUX, T.|BUTLER, M.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1338","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1339","Soil Moisture Profiles and Temperature Data from SoilSCAPE Sites, USA","","MOGHADDAM, M.|SILVA, A.|CLEWLEY, D.|AKBAR, R.|HUSSAINI, S.A.|Whitcomb, J.|DEVARAKONDA, R.|Shrestha, R.|COOK, R.B.|PRAKASH, G.|SANTHANA VANNAN, S.K.|BOYER, A.G.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1339","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1340","CARVE: Fire-Related Aerosol and Soil Elemental and Isotopic Composition, Alaska, 2013","","MOUTEVA, G.O.|CZIMCZIK, C.I.|FAHRNI, S.M.|WIGGINS, E.B.|ROGERS, B.M.|VERAVERBEKE, S.|XU, X.|SANTOS, G.M.|HENDERSON, J.|MILLER, C.E.|RANDERSON, J.T.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1340","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1341","ABoVE: Ignitions, burned area and emissions of fires in AK, YT, and NWT, 2001-2015","","VERAVERBEKE, S.|ROGERS, B.M.|GOULDEN, M.L.|JANDT, R.|MILLER, C.E.|WIGGINS, E.B.|RANDERSON, J.T.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1341","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1344","VEMAP 2: Monthly Historical and Future Climate Data, Alaska, USA","","KITTEL, T.G.F.|ROSENBLOOM, N.A.|KAUFMAN, C.|ROYLE, J.A.|DALY, C.|FISHER, H.H.|GIBSON, W.P.|AULENBACH, S.|YATES, D.N.|MCKEOWN, R.|SCHIMEL, D.S.|VEMAP2 PARTICIPANTS","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1344","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1346","BOREAS Agriculture Canada Central Saskatchewan Vector Soils Data, R1","","KNAPP, D.E.|ROSTAD, H.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1346","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1347","BOREAS CanSIS Regional Soils Data in Vector Format, V2","","MONETTE, B.|KNAPP, D.E.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1347","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1349","NACP VPRM NEE Parameters Optimized to North American Flux Tower Sites, 2000-2006","","HILTON, T.W.|DAVIS, K.J.|KELLER, K.|URBAN, N.M.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1349","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/135","Vegetation Biophysical Data (FIFE)","","NELSON, A.K.|KILLEEN, J.|BALLOU, L.|SHAH, T.|HAYS, C.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=135","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1350","Collected Data from The Boreal Ecosystem-Atmosphere Study, NASA, CD-ROM","","NEWCOMER, J.A.|LANDIS, D.R.|CONRAD, S.|CURD, S.|HUEMMRICH, K.F.|KNAPP, D.E.|MORRELL, A.|NICKESON, J.E.|PAPAGNO, A.|RINKER, D.|STRUB, R.F.|TWINE, T.|HALL, F.G.|SELLERS, P.J.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1350","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1351","BDSNP Module for Improved Soil NO Emission Estimates for CMAQ Model, Conterminous USA","","RASOOL, Q.Z.|ZHANG, R.|COHAN, D.S.|COOTER, E.J.|LAMSAL, L.N.|BASH, J.O.|LASH, B.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1351","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1352","NPP Multi-Biome: Summary Data from Intensive Studies at 125 Sites, 1936-2006","","OLSON, R.J.|SCURLOCK, J.M.O.|WALKER, T.R.|HOOK, L.A.|CURTIS, C.N.|COOK, R.B.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1352","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1353","Arctic Alaska Vegetation, Geobotanical, Physiographic Maps, 1993-2005","","RAYNOLDS, M.K.|COOPER, D.J.","NASA Oak Ridge National Laboratory DAAC","2016","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1353","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1354","Arctic Vegetation Plots at Happy Valley, Alaska, 1994","","WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2018","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1354","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1355","Pre-ABoVE: Active Layer Thickness and Soil Water Content, Barrow, Alaska, 2013","","JAFAROV, E.|PARSEKIAN, A.|SCHAEFER, K.|LIU, L.|CHEN, A.|PANDA, S.K.|ZHANG, T.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1355","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1356","Arctic Vegetation Plots at Imnavait Creek, Alaska, 1984-1985","","WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2018","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1356","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1357","CMS: Mangrove Canopy Height Estimates from Remote Imagery, Zambezi Delta, Mozambique","","LAGOMASINO, D.|FATOYINBO, T.|LEE, S.|FELICIANO, E.|SIMARD, M.|TRETTIN, C.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1357","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1358","Arctic Vegetation Plots at Arrigetch Peaks, Alaska, 1978-1981","","COOPER, D.J.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1358","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1359","Land Cover and Ecosystem Map Collection for Northern Alaska","","RAYNOLDS, M.K.|BREEN, A.L.|WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1359","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/136","Vegetation Species Data (FIFE)","","GIBSON, D.J.|COLLINS, S.L.|GLENN, S.M.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=136","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1360","Arctic Vegetation Plots at Prudhoe Bay, Alaska, 1973-1980","","WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2016","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1360","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1361","Arctic Vegetation Plots at Frost Boil Sites, North Slope, Alaska, 2000-2006","","WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2016","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1361","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1362","ABoVE: Fractional Open Water Cover for Pan-Arctic and ABoVE-Domain Regions, 2002-2015","","DU, J.|KIMBALL, J.S.|WATTS, J.D.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1362","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1363","Land Cover and Vegetation Map Collection for Seward Peninsula, Alaska","","RAYNOLDS, M.K.|THAYER-SNYDER, C.|SWANSON, J.D.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1363","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1364","Distribution of Estimated Stand Age Across Siberian Larch Forests, 1989-2012","","CHEN, D.|LOBODA, T.V.|KRYLOV, A.|POTAPOV, P.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1364","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1365","NACP Woody Vegetation Characteristics of 1,039 Sites across North Slope, Alaska, V2","","DUCHESNE, R.R.|CHOPPING, M.J.|TAPE, K.D.","NASA Oak Ridge National Laboratory DAAC","2016","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1365","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1366","Soil Moisture Visualizer","","ORNL DAAC","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1366","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1367","ABoVE: Study Domain and Standard Reference Grids","","LOBODA, T.V.|HOY, E.E.|CARROLL, M.L.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1367","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1368","Arctic Vegetation Plots in Willow Communities, North Slope, Alaska, 1997","","SCHICKHOFF, U.|WALKER, D.A.|BREEN, A.L.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1368","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1369","Landsat-based Phenology and Tree Ring Characterization, Eastern US Forests, 1984-2013","","ELMORE, A.J.|NELSON, D.|GUINN, S.M.|PAULMAN, R.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1369","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/137","Vegetation Species Reference (FIFE)","","BRIGGS, J.M.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=137","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1370","Arctic Vegetation Plots at Umiat, North Slope, Alaska, 1951","","CHURCHILL, E.D.|WALKER, D.A.|BREEN, A.L.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1370","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1371","Arctic Vegetation Plots at Atqasuk, Alaska, 1975, 2000, and 2010","","TWEEDIE, C.E.|WEBBER, P.J.|KOMARKOVA, V.|VILLARREAL, S.|WALKER, D.A.|BREEN, A.L.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1371","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1372","Arctic Vegetation Plots at Nome, Alaska, 1951","","HANSON, H.C.|WALKER, D.A.|BREEN, A.L.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1372","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1373","Soil CO2 Flux, Moisture, Temperature, and Litterfall, La Selva, Costa Rica, 2003-2010","","RAICH, J.W.|VALVERDE-BARRANTES, O.J.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1373","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1375","Arctic Vegetation Plots on Unalaska Island, Aleutian Islands, Alaska, 2007","","TALBOT, S.S.|SCHOFIELD, W.B.|TALBOT, S.L.|DANIELS, F.J.A.|WALKER, D.A.|BREEN, A.L.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1375","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1376","Arctic Vegetation Plots, Poplars, Arctic and Interior AK and YT, Canada, 2003-2005","","BREEN, A.L.|WALKER, D.A.|DRUCKENMILLER, L.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1376","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1377","CMS: Mangrove Canopy Characteristics and Land Cover Change, Tanzania, 1990-2014","","LAGOMASINO, D.|FATOYINBO, T.|LEE, S.|FELICIANO, E.|TRETTIN, C.|HANSEN, M.C.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1377","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1378","Maps of Vegetation Types and Physiographic Features, Kuparuk River Basin, Alaska","","WALKER, D.A.|RAYNOLDS, M.K.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1378","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/138","Wind Profile Data: LIDAR - NOAA (FIFE)","","GAL-CHEN, T.|EBERHARD, W.L.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=138","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1380","Maps of Vegetation Types and Physiographic Features, Toolik Lake Area, Alaska","","WALKER, D.A.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1380","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1381","CMS: CO2 Signals Estimated for Fossil Fuel Emissions and Biosphere Flux, California","","FISCHER, M.L.|PARAZOO, N.C.|BROPHY, K.|CUI, X.|JEONG, S.|LIU, JUNJIE|KEELING, R.|TAYLOR, T.E.|GURNEY, K.R.|ODA, T.|GRAVEN, H.","NASA Oak Ridge National Laboratory DAAC","2017","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1381","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1382","Global Peatland Carbon Balance and Land Use Change CO2 Emissions Through the Holocene","","STOCKER, B.D.|YU, Z.|MASSA, C.|JOOS, F.","NASA Oak Ridge National Laboratory DAAC","2017","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1382","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/1383","CARVE: Daily Thaw State of Boreal and Arctic Alaska from AMSR-E and SSM/I, 2003-2014","","STEINER, N.|MCDONALD, K.C.|MILLER, C.E.","NASA Oak Ridge National Laboratory DAAC","2018","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1383","Active","Oak Ridge National Laboratory DAAC",""
